ID	strand	type	start	end	seq_id	neighbours
PF3D7_1131700	-	protein_coding_gene	1225688	1226474	Pf3D7_11_v3	[]
PF3D7_1131800	-	protein_coding_gene	1226559	1233099	Pf3D7_11_v3	[]
PF3D7_1131900	-	protein_coding_gene	1234061	1236391	Pf3D7_11_v3	[]
PF3D7_1132000	+	protein_coding_gene	1239829	1242921	Pf3D7_11_v3	[]
PF3D7_1132100	-	protein_coding_gene	1243226	1246618	Pf3D7_11_v3	[]
PF3D7_1132200	-	protein_coding_gene	1248292	1251089	Pf3D7_11_v3	[]
PF3D7_1132300	+	protein_coding_gene	1251966	1253902	Pf3D7_11_v3	[]
PF3D7_1132400	-	protein_coding_gene	1254662	1260426	Pf3D7_11_v3	[]
PF3D7_1132500	+	protein_coding_gene	1261759	1266078	Pf3D7_11_v3	['PF3D7_1132600']
PF3D7_1132600	-	protein_coding_gene	1265900	1267995	Pf3D7_11_v3	['PF3D7_1132500']
PF3D7_1132700	+	protein_coding_gene	1268410	1270016	Pf3D7_11_v3	[]
PF3D7_1132800	+	protein_coding_gene	1270935	1273096	Pf3D7_11_v3	[]
PF3D7_1132900	+	protein_coding_gene	1273208	1275484	Pf3D7_11_v3	[]
PF3D7_1133000	+	protein_coding_gene	1275535	1276542	Pf3D7_11_v3	[]
PF3D7_1133100	+	protein_coding_gene	1276697	1281158	Pf3D7_11_v3	['PF3D7_1133200']
PF3D7_1133200	-	protein_coding_gene	1280823	1288093	Pf3D7_11_v3	['PF3D7_1133100']
PF3D7_1133300	+	protein_coding_gene	1289824	1292127	Pf3D7_11_v3	[]
PF3D7_1133400	+	protein_coding_gene	1292966	1296696	Pf3D7_11_v3	[]
PF3D7_1133500	+	protein_coding_gene	1296801	1298199	Pf3D7_11_v3	[]
PF3D7_1133600	-	protein_coding_gene	1298301	1300611	Pf3D7_11_v3	[]
PF3D7_1133700	+	protein_coding_gene	1301308	1307797	Pf3D7_11_v3	[]
PF3D7_1133800	+	protein_coding_gene	1308312	1312020	Pf3D7_11_v3	[]
PF3D7_1133900	+	protein_coding_gene	1312734	1317676	Pf3D7_11_v3	[]
PF3D7_1134000	+	protein_coding_gene	1318721	1322792	Pf3D7_11_v3	['PF3D7_1134100']
PF3D7_1134100	-	protein_coding_gene	1322407	1325617	Pf3D7_11_v3	['PF3D7_1134000']
PF3D7_1134200	+	protein_coding_gene	1326228	1332808	Pf3D7_11_v3	[]
PF3D7_1134300	+	protein_coding_gene	1333076	1340271	Pf3D7_11_v3	[]
PF3D7_1134400	-	protein_coding_gene	1340325	1342250	Pf3D7_11_v3	[]
PF3D7_1134500	+	protein_coding_gene	1343384	1349822	Pf3D7_11_v3	[]
PF3D7_1134600	-	protein_coding_gene	1350158	1358171	Pf3D7_11_v3	[]
PF3D7_1134700	-	protein_coding_gene	1358907	1364530	Pf3D7_11_v3	[]
PF3D7_1134800	+	protein_coding_gene	1367023	1368903	Pf3D7_11_v3	[]
PF3D7_1134900	+	protein_coding_gene	1369619	1371667	Pf3D7_11_v3	[]
PF3D7_1135000	+	protein_coding_gene	1371743	1374175	Pf3D7_11_v3	[]
PF3D7_1135100	-	protein_coding_gene	1374293	1377710	Pf3D7_11_v3	[]
PF3D7_1135200	-	pseudogene	1378345	1379848	Pf3D7_11_v3	[]
PF3D7_1135300	-	protein_coding_gene	1380567	1382594	Pf3D7_11_v3	[]
PF3D7_1135400	-	protein_coding_gene	1384340	1385924	Pf3D7_11_v3	[]
PF3D7_1135500	-	protein_coding_gene	1387091	1388909	Pf3D7_11_v3	[]
PF3D7_1135600	+	protein_coding_gene	1389211	1396929	Pf3D7_11_v3	['PF3D7_1135700']
PF3D7_1135700	-	protein_coding_gene	1396148	1397044	Pf3D7_11_v3	['PF3D7_1135600']
PF3D7_1135800	+	protein_coding_gene	1397248	1398391	Pf3D7_11_v3	[]
PF3D7_1135900	-	protein_coding_gene	1398462	1401319	Pf3D7_11_v3	[]
PF3D7_1136000	+	protein_coding_gene	1403727	1414748	Pf3D7_11_v3	[]
PF3D7_1136100	+	protein_coding_gene	1415406	1417214	Pf3D7_11_v3	[]
PF3D7_1136200	-	protein_coding_gene	1417279	1420432	Pf3D7_11_v3	[]
PF3D7_1136300	+	protein_coding_gene	1421786	1426832	Pf3D7_11_v3	[]
PF3D7_1136400	-	protein_coding_gene	1426876	1431677	Pf3D7_11_v3	[]
PF3D7_1136500	-	protein_coding_gene	1431881	1435170	Pf3D7_11_v3	[]
PF3D7_1136600	+	protein_coding_gene	1440742	1445784	Pf3D7_11_v3	[]
PF3D7_1136700	+	protein_coding_gene	1446063	1449550	Pf3D7_11_v3	['PF3D7_1136800']
PF3D7_1136800	-	protein_coding_gene	1449075	1453801	Pf3D7_11_v3	['PF3D7_1136700']
PF3D7_1136900	+	protein_coding_gene	1455197	1460871	Pf3D7_11_v3	[]
PF3D7_1137000	-	ncRNA_gene	1461301	1461498	Pf3D7_11_v3	['PF3D7_1137100']
PF3D7_1137100	+	protein_coding_gene	1461487	1463111	Pf3D7_11_v3	['PF3D7_1137000']
PF3D7_1137200	-	protein_coding_gene	1463149	1465573	Pf3D7_11_v3	[]
PF3D7_1137300	-	protein_coding_gene	1465889	1469381	Pf3D7_11_v3	[]
PF3D7_1137400	-	protein_coding_gene	1470103	1472480	Pf3D7_11_v3	[]
PF3D7_1137500	-	protein_coding_gene	1472839	1474438	Pf3D7_11_v3	[]
PF3D7_1137600	-	protein_coding_gene	1474667	1476838	Pf3D7_11_v3	[]
PF3D7_1137700	+	protein_coding_gene	1477643	1479850	Pf3D7_11_v3	[]
PF3D7_1137800	-	protein_coding_gene	1480900	1481526	Pf3D7_11_v3	[]
PF3D7_1137900	+	protein_coding_gene	1483375	1485858	Pf3D7_11_v3	[]
PF3D7_1138000	+	protein_coding_gene	1486652	1496398	Pf3D7_11_v3	[]
PF3D7_1138100	+	protein_coding_gene	1496635	1498092	Pf3D7_11_v3	[]
PF3D7_1138200	+	protein_coding_gene	1498115	1499068	Pf3D7_11_v3	['PF3D7_1138300']
PF3D7_1138300	-	protein_coding_gene	1498612	1499571	Pf3D7_11_v3	['PF3D7_1138200']
PF3D7_1138350	-	protein_coding_gene	1499574	1500253	Pf3D7_11_v3	[]
PF3D7_1138400	-	protein_coding_gene	1500670	1514612	Pf3D7_11_v3	[]
PF3D7_1138500	+	protein_coding_gene	1517580	1521643	Pf3D7_11_v3	[]
PF3D7_1138600	-	protein_coding_gene	1521810	1524748	Pf3D7_11_v3	[]
PF3D7_1138700	-	protein_coding_gene	1525654	1532527	Pf3D7_11_v3	[]
PF3D7_1138800	-	protein_coding_gene	1532674	1540545	Pf3D7_11_v3	[]
PF3D7_1138900	+	ncRNA_gene	1540804	1544163	Pf3D7_11_v3	[]
PF3D7_1139100	+	protein_coding_gene	1545416	1553962	Pf3D7_11_v3	['PF3D7_1139200']
PF3D7_1139200	-	protein_coding_gene	1553848	1555709	Pf3D7_11_v3	['PF3D7_1139100']
PF3D7_1139300	-	protein_coding_gene	1556447	1565469	Pf3D7_11_v3	[]
PF3D7_1139400	+	ncRNA_gene	1569604	1573189	Pf3D7_11_v3	[]
PF3D7_1139500	-	protein_coding_gene	1576132	1578978	Pf3D7_11_v3	[]
PF3D7_1139600	+	protein_coding_gene	1580594	1582483	Pf3D7_11_v3	[]
PF3D7_1139700	-	protein_coding_gene	1582539	1585322	Pf3D7_11_v3	[]
PF3D7_1139800	-	protein_coding_gene	1585329	1592079	Pf3D7_11_v3	[]
PF3D7_1139900	+	protein_coding_gene	1593266	1595319	Pf3D7_11_v3	[]
PF3D7_1140000	+	protein_coding_gene	1595767	1597718	Pf3D7_11_v3	[]
PF3D7_1140100	-	protein_coding_gene	1597769	1600089	Pf3D7_11_v3	[]
PF3D7_1140200	-	protein_coding_gene	1600448	1603560	Pf3D7_11_v3	[]
PF3D7_1140300	+	protein_coding_gene	1604250	1607491	Pf3D7_11_v3	[]
PF3D7_1140400	+	protein_coding_gene	1607519	1608723	Pf3D7_11_v3	[]
PF3D7_1140500	+	protein_coding_gene	1610100	1615809	Pf3D7_11_v3	[]
PF3D7_1140600	-	protein_coding_gene	1615976	1622355	Pf3D7_11_v3	[]
PF3D7_1140700	-	protein_coding_gene	1622360	1632547	Pf3D7_11_v3	[]
PF3D7_1140800	+	protein_coding_gene	1633071	1636567	Pf3D7_11_v3	[]
PF3D7_1140900	-	protein_coding_gene	1636768	1643539	Pf3D7_11_v3	[]
PF3D7_1141000	+	protein_coding_gene	1644911	1647382	Pf3D7_11_v3	[]
PF3D7_1141100	+	protein_coding_gene	1649321	1657012	Pf3D7_11_v3	[]
PF3D7_1141200	-	protein_coding_gene	1657118	1658339	Pf3D7_11_v3	[]
PF3D7_1141300	-	protein_coding_gene	1658390	1663036	Pf3D7_11_v3	[]
PF3D7_1141400	+	protein_coding_gene	1663373	1665749	Pf3D7_11_v3	[]
PF3D7_1141500	+	protein_coding_gene	1665761	1668162	Pf3D7_11_v3	[]
PF3D7_1141600	-	protein_coding_gene	1668302	1669090	Pf3D7_11_v3	[]
PF3D7_1141700	+	protein_coding_gene	1669907	1671894	Pf3D7_11_v3	[]
PF3D7_1141800	-	protein_coding_gene	1672402	1675566	Pf3D7_11_v3	[]
PF3D7_1141900	-	protein_coding_gene	1676182	1677783	Pf3D7_11_v3	[]
PF3D7_1142000	+	protein_coding_gene	1678820	1681377	Pf3D7_11_v3	[]
PF3D7_1142100	-	protein_coding_gene	1681435	1692161	Pf3D7_11_v3	[]
PF3D7_1142200	-	protein_coding_gene	1692791	1694345	Pf3D7_11_v3	[]
PF3D7_1142300	+	protein_coding_gene	1694889	1701865	Pf3D7_11_v3	['PF3D7_1142400']
PF3D7_1142400	-	protein_coding_gene	1701397	1703791	Pf3D7_11_v3	['PF3D7_1142300']
PF3D7_1142500	-	protein_coding_gene	1705435	1706918	Pf3D7_11_v3	[]
PF3D7_1142600	-	protein_coding_gene	1707861	1709391	Pf3D7_11_v3	[]
PF3D7_1142700	-	protein_coding_gene	1709869	1712608	Pf3D7_11_v3	[]
PF3D7_1142800	+	protein_coding_gene	1713070	1714304	Pf3D7_11_v3	[]
PF3D7_1142900	+	protein_coding_gene	1714779	1717145	Pf3D7_11_v3	[]
PF3D7_1143000	+	protein_coding_gene	1717415	1718905	Pf3D7_11_v3	[]
PF3D7_1143100	-	protein_coding_gene	1718938	1725224	Pf3D7_11_v3	[]
PF3D7_1143200	+	protein_coding_gene	1728890	1731885	Pf3D7_11_v3	['PF3D7_1143300']
PF3D7_1143300	-	protein_coding_gene	1731176	1734347	Pf3D7_11_v3	['PF3D7_1143200', 'PF3D7_1143400']
PF3D7_1143400	+	protein_coding_gene	1733903	1736776	Pf3D7_11_v3	['PF3D7_1143300']
PF3D7_1143500	-	protein_coding_gene	1736787	1740230	Pf3D7_11_v3	[]
PF3D7_1143600	-	protein_coding_gene	1740858	1742152	Pf3D7_11_v3	[]
PF3D7_1143700	+	protein_coding_gene	1742517	1746755	Pf3D7_11_v3	[]
PF3D7_1143800	+	protein_coding_gene	1747226	1751441	Pf3D7_11_v3	['PF3D7_1143900']
PF3D7_1143900	-	protein_coding_gene	1751384	1753416	Pf3D7_11_v3	['PF3D7_1143800']
PF3D7_1144000	+	protein_coding_gene	1754466	1756072	Pf3D7_11_v3	[]
PF3D7_1144100	-	protein_coding_gene	1756482	1757258	Pf3D7_11_v3	[]
PF3D7_1144200	-	protein_coding_gene	1757488	1759205	Pf3D7_11_v3	[]
PF3D7_1144300	-	protein_coding_gene	1759227	1760663	Pf3D7_11_v3	[]
PF3D7_1144400	+	protein_coding_gene	1762256	1766650	Pf3D7_11_v3	[]
PF3D7_1144500	+	protein_coding_gene	1767459	1769954	Pf3D7_11_v3	[]
PF3D7_1144600	+	protein_coding_gene	1770414	1772184	Pf3D7_11_v3	['PF3D7_1144700']
PF3D7_1144700	-	protein_coding_gene	1772009	1774198	Pf3D7_11_v3	['PF3D7_1144600']
PF3D7_1144800	+	protein_coding_gene	1774605	1776787	Pf3D7_11_v3	[]
PF3D7_1144900	-	protein_coding_gene	1777078	1779609	Pf3D7_11_v3	[]
PF3D7_1145000	-	protein_coding_gene	1780084	1782733	Pf3D7_11_v3	[]
PF3D7_1145100	-	protein_coding_gene	1782875	1787222	Pf3D7_11_v3	[]
PF3D7_1145200	-	protein_coding_gene	1788846	1798269	Pf3D7_11_v3	[]
PF3D7_1145300	-	protein_coding_gene	1798297	1799944	Pf3D7_11_v3	[]
PF3D7_1145400	-	protein_coding_gene	1800111	1804509	Pf3D7_11_v3	[]
PF3D7_1145500	+	protein_coding_gene	1807031	1810365	Pf3D7_11_v3	['PF3D7_1145600']
PF3D7_1145600	-	protein_coding_gene	1810090	1812833	Pf3D7_11_v3	['PF3D7_1145500']
PF3D7_1145700	+	protein_coding_gene	1812871	1814731	Pf3D7_11_v3	[]
PF3D7_1145800	-	protein_coding_gene	1814738	1818029	Pf3D7_11_v3	[]
PF3D7_1145900	+	protein_coding_gene	1818370	1820937	Pf3D7_11_v3	['PF3D7_1146000']
PF3D7_1146000	-	protein_coding_gene	1820807	1823494	Pf3D7_11_v3	['PF3D7_1145900']
PF3D7_1146100	-	protein_coding_gene	1823963	1826025	Pf3D7_11_v3	[]
PF3D7_1146200	-	protein_coding_gene	1826113	1826839	Pf3D7_11_v3	[]
PF3D7_1146300	-	protein_coding_gene	1828240	1829054	Pf3D7_11_v3	[]
PF3D7_1146500	+	protein_coding_gene	1830464	1831417	Pf3D7_11_v3	[]
PF3D7_1146600	+	protein_coding_gene	1832152	1839819	Pf3D7_11_v3	['PF3D7_1146700']
PF3D7_1146700	-	protein_coding_gene	1839423	1842878	Pf3D7_11_v3	['PF3D7_1146600']
PF3D7_1146800	-	protein_coding_gene	1843205	1854563	Pf3D7_11_v3	[]
PF3D7_1146900	+	protein_coding_gene	1855488	1857930	Pf3D7_11_v3	[]
PF3D7_1147000	-	protein_coding_gene	1858329	1867357	Pf3D7_11_v3	[]
PF3D7_1147100	-	protein_coding_gene	1870415	1871077	Pf3D7_11_v3	[]
PF3D7_1147200	+	protein_coding_gene	1872795	1881752	Pf3D7_11_v3	[]
PF3D7_1147300	+	protein_coding_gene	1882167	1888573	Pf3D7_11_v3	['PF3D7_1147400']
PF3D7_1147400	-	protein_coding_gene	1888273	1889408	Pf3D7_11_v3	['PF3D7_1147300']
PF3D7_1147500	-	protein_coding_gene	1889494	1892695	Pf3D7_11_v3	[]
PF3D7_1147600	-	protein_coding_gene	1893348	1896529	Pf3D7_11_v3	['PF3D7_1147700']
PF3D7_1147700	+	protein_coding_gene	1896443	1898242	Pf3D7_11_v3	['PF3D7_1147600']
PF3D7_1147800	+	protein_coding_gene	1899181	1905942	Pf3D7_11_v3	[]
PF3D7_1147900	-	protein_coding_gene	1906472	1908483	Pf3D7_11_v3	[]
PF3D7_1148000	-	protein_coding_gene	1908678	1914041	Pf3D7_11_v3	[]
PF3D7_1148100	+	ncRNA_gene	1916392	1918050	Pf3D7_11_v3	[]
PF3D7_1148200	+	ncRNA_gene	1920268	1920811	Pf3D7_11_v3	[]
PF3D7_1148500	+	ncRNA_gene	1922656	1922928	Pf3D7_11_v3	[]
PF3D7_1148600	+	ncRNA_gene	1925995	1928144	Pf3D7_11_v3	[]
PF3D7_1148620	+	ncRNA_gene	1928510	1928677	Pf3D7_11_v3	[]
PF3D7_1148640	+	ncRNA_gene	1928934	1933138	Pf3D7_11_v3	[]
PF3D7_1148700	-	protein_coding_gene	1933278	1937217	Pf3D7_11_v3	[]
PF3D7_1148800	+	protein_coding_gene	1940627	1942588	Pf3D7_11_v3	[]
PF3D7_1148900	+	protein_coding_gene	1944702	1946935	Pf3D7_11_v3	[]
PF3D7_1149000	+	protein_coding_gene	1948696	1969412	Pf3D7_11_v3	[]
PF3D7_1149100	+	protein_coding_gene	1970810	1974642	Pf3D7_11_v3	[]
PF3D7_1149200	+	protein_coding_gene	1975705	1980325	Pf3D7_11_v3	[]
PF3D7_1149300	+	protein_coding_gene	1982068	1984327	Pf3D7_11_v3	[]
PF3D7_1149400	-	protein_coding_gene	1985056	1987411	Pf3D7_11_v3	[]
PF3D7_1149500	-	pseudogene	1991359	1994018	Pf3D7_11_v3	[]
PF3D7_1149600	+	protein_coding_gene	2000342	2003996	Pf3D7_11_v3	[]
PF3D7_1149700	+	protein_coding_gene	2004754	2005011	Pf3D7_11_v3	[]
PF3D7_1149800	+	protein_coding_gene	2006706	2007829	Pf3D7_11_v3	[]
PF3D7_1149900	+	protein_coding_gene	2009875	2010902	Pf3D7_11_v3	[]
PF3D7_1150000	+	protein_coding_gene	2012989	2014316	Pf3D7_11_v3	[]
PF3D7_1150100	-	pseudogene	2015649	2016509	Pf3D7_11_v3	[]
PF3D7_1150200	-	protein_coding_gene	2018714	2019967	Pf3D7_11_v3	[]
PF3D7_1150300	-	protein_coding_gene	2021854	2023034	Pf3D7_11_v3	[]
PF3D7_1150400	+	protein_coding_gene	2025817	2035886	Pf3D7_11_v3	[]
PF3D7_1200100	+	protein_coding_gene	16973	24497	Pf3D7_12_v3	[]
PF3D7_1200200	-	protein_coding_gene	26321	27687	Pf3D7_12_v3	[]
PF3D7_1200300	-	protein_coding_gene	30078	31261	Pf3D7_12_v3	[]
PF3D7_1200400	+	protein_coding_gene	32703	41940	Pf3D7_12_v3	[]
PF3D7_1200500	-	protein_coding_gene	43705	45623	Pf3D7_12_v3	[]
PF3D7_1200600	-	protein_coding_gene	45887	58295	Pf3D7_12_v3	[]
PF3D7_1200610	-	protein_coding_gene	57076	57435	Pf3D7_12_v3	['PF3D7_1200600']
PF3D7_1200700	-	protein_coding_gene	60857	65703	Pf3D7_12_v3	[]
PF3D7_1200800	-	protein_coding_gene	68555	72206	Pf3D7_12_v3	[]
PF3D7_1200900	-	protein_coding_gene	72605	75379	Pf3D7_12_v3	[]
PF3D7_1201000	-	protein_coding_gene	76048	79299	Pf3D7_12_v3	[]
PF3D7_1201100	-	protein_coding_gene	80874	84922	Pf3D7_12_v3	[]
PF3D7_1201200	+	protein_coding_gene	88326	92048	Pf3D7_12_v3	[]
PF3D7_1201300	+	protein_coding_gene	92242	92562	Pf3D7_12_v3	[]
PF3D7_1201400	-	protein_coding_gene	93581	97146	Pf3D7_12_v3	[]
PF3D7_1201500	+	protein_coding_gene	98774	100913	Pf3D7_12_v3	[]
PF3D7_1201600	-	protein_coding_gene	101030	102674	Pf3D7_12_v3	[]
PF3D7_1201700	-	protein_coding_gene	103318	104985	Pf3D7_12_v3	[]
PF3D7_1201800	-	protein_coding_gene	105056	106773	Pf3D7_12_v3	[]
PF3D7_1201900	-	protein_coding_gene	107092	108990	Pf3D7_12_v3	[]
PF3D7_1202000	-	protein_coding_gene	109107	113173	Pf3D7_12_v3	[]
PF3D7_1202100	+	protein_coding_gene	113340	116410	Pf3D7_12_v3	['PF3D7_1202200']
PF3D7_1202200	-	protein_coding_gene	116013	118202	Pf3D7_12_v3	['PF3D7_1202100']
PF3D7_1202300	+	protein_coding_gene	118603	141499	Pf3D7_12_v3	['PF3D7_1202400']
PF3D7_1202400	-	protein_coding_gene	141230	143553	Pf3D7_12_v3	['PF3D7_1202300']
PF3D7_1202500	-	protein_coding_gene	144046	148030	Pf3D7_12_v3	[]
PF3D7_1202600	-	protein_coding_gene	148054	155532	Pf3D7_12_v3	[]
PF3D7_1202700	+	protein_coding_gene	156172	160367	Pf3D7_12_v3	[]
PF3D7_1202800	+	protein_coding_gene	160614	162188	Pf3D7_12_v3	['PF3D7_1202900']
PF3D7_1202900	-	protein_coding_gene	161330	163926	Pf3D7_12_v3	['PF3D7_1202800']
PF3D7_1203000	+	protein_coding_gene	167665	171905	Pf3D7_12_v3	['PF3D7_1203100']
PF3D7_1203100	-	protein_coding_gene	171338	172574	Pf3D7_12_v3	['PF3D7_1203000', 'PF3D7_1203200']
PF3D7_1203200	+	protein_coding_gene	172574	173502	Pf3D7_12_v3	['PF3D7_1203100']
PF3D7_1203300	-	protein_coding_gene	173597	177277	Pf3D7_12_v3	[]
PF3D7_1203400	+	protein_coding_gene	177518	182002	Pf3D7_12_v3	[]
PF3D7_1203500	-	protein_coding_gene	182030	184141	Pf3D7_12_v3	[]
PF3D7_1203600	+	protein_coding_gene	184499	186309	Pf3D7_12_v3	['PF3D7_1203700']
PF3D7_1203700	-	protein_coding_gene	185860	188842	Pf3D7_12_v3	['PF3D7_1203600']
PF3D7_1203800	-	ncRNA_gene	190105	193113	Pf3D7_12_v3	[]
PF3D7_1203900	+	protein_coding_gene	193786	195506	Pf3D7_12_v3	[]
PF3D7_1204000	+	protein_coding_gene	197509	198830	Pf3D7_12_v3	[]
PF3D7_1204100	-	protein_coding_gene	198957	202640	Pf3D7_12_v3	[]
PF3D7_1204200	+	protein_coding_gene	202895	204937	Pf3D7_12_v3	['PF3D7_1204300']
PF3D7_1204300	-	protein_coding_gene	204215	207469	Pf3D7_12_v3	['PF3D7_1204200']
PF3D7_1204400	-	protein_coding_gene	208165	210893	Pf3D7_12_v3	[]
PF3D7_1204500	-	protein_coding_gene	211383	212908	Pf3D7_12_v3	['PF3D7_1204600']
PF3D7_1204600	+	protein_coding_gene	212829	214204	Pf3D7_12_v3	['PF3D7_1204500']
PF3D7_1204700	+	protein_coding_gene	214215	216474	Pf3D7_12_v3	[]
PF3D7_1204900	+	protein_coding_gene	216812	219272	Pf3D7_12_v3	[]
PF3D7_1205000	+	protein_coding_gene	219569	222227	Pf3D7_12_v3	[]
PF3D7_1205100	-	protein_coding_gene	222428	225423	Pf3D7_12_v3	[]
PF3D7_1205200	-	protein_coding_gene	225821	227226	Pf3D7_12_v3	[]
PF3D7_1205300	+	protein_coding_gene	230037	231763	Pf3D7_12_v3	[]
PF3D7_1205400	-	protein_coding_gene	232330	236562	Pf3D7_12_v3	[]
PF3D7_1205500	+	protein_coding_gene	241557	248411	Pf3D7_12_v3	[]
PF3D7_1205600	-	protein_coding_gene	248691	252115	Pf3D7_12_v3	[]
PF3D7_1205700	+	protein_coding_gene	252516	254143	Pf3D7_12_v3	[]
PF3D7_1205800	+	protein_coding_gene	255472	264324	Pf3D7_12_v3	['PF3D7_1205900']
PF3D7_1205900	-	protein_coding_gene	264233	267884	Pf3D7_12_v3	['PF3D7_1205800']
PF3D7_1206000	-	protein_coding_gene	269514	272152	Pf3D7_12_v3	[]
PF3D7_1206100	-	protein_coding_gene	272320	275022	Pf3D7_12_v3	[]
PF3D7_1206200	-	protein_coding_gene	275056	280447	Pf3D7_12_v3	[]
PF3D7_1206300	-	protein_coding_gene	280814	289619	Pf3D7_12_v3	[]
PF3D7_1206400	+	protein_coding_gene	290276	291876	Pf3D7_12_v3	[]
PF3D7_1206500	+	protein_coding_gene	292233	294941	Pf3D7_12_v3	['PF3D7_1206600']
PF3D7_1206600	-	protein_coding_gene	294601	300038	Pf3D7_12_v3	['PF3D7_1206500']
PF3D7_1206700	-	protein_coding_gene	300662	306899	Pf3D7_12_v3	[]
PF3D7_1206800	+	protein_coding_gene	308165	310829	Pf3D7_12_v3	[]
PF3D7_1206900	+	protein_coding_gene	310831	313357	Pf3D7_12_v3	['PF3D7_1207000']
PF3D7_1207000	-	protein_coding_gene	313352	322762	Pf3D7_12_v3	['PF3D7_1206900']
PF3D7_1207100	-	protein_coding_gene	323839	327795	Pf3D7_12_v3	[]
PF3D7_1207200	-	protein_coding_gene	328655	339145	Pf3D7_12_v3	[]
PF3D7_1207300	-	protein_coding_gene	343326	344361	Pf3D7_12_v3	[]
PF3D7_1207400	+	protein_coding_gene	345922	347239	Pf3D7_12_v3	[]
PF3D7_1207500	+	protein_coding_gene	347896	349423	Pf3D7_12_v3	['PF3D7_1207600']
PF3D7_1207600	-	protein_coding_gene	348927	351790	Pf3D7_12_v3	['PF3D7_1207500']
PF3D7_1207700	-	protein_coding_gene	351850	354006	Pf3D7_12_v3	[]
PF3D7_1207800	-	protein_coding_gene	354195	357606	Pf3D7_12_v3	[]
PF3D7_1207900	-	protein_coding_gene	357855	359377	Pf3D7_12_v3	[]
PF3D7_1208000	+	protein_coding_gene	359995	360499	Pf3D7_12_v3	[]
PF3D7_1208100	+	protein_coding_gene	361599	376167	Pf3D7_12_v3	[]
PF3D7_1208200	+	protein_coding_gene	376552	387483	Pf3D7_12_v3	[]
PF3D7_1208300	+	protein_coding_gene	387833	389498	Pf3D7_12_v3	[]
PF3D7_1208400	+	protein_coding_gene	390219	395814	Pf3D7_12_v3	[]
PF3D7_1208500	-	protein_coding_gene	395960	401562	Pf3D7_12_v3	[]
PF3D7_1208600	+	protein_coding_gene	401950	402905	Pf3D7_12_v3	[]
PF3D7_1208700	+	protein_coding_gene	403291	404918	Pf3D7_12_v3	[]
PF3D7_1208800	-	protein_coding_gene	405242	409824	Pf3D7_12_v3	[]
PF3D7_1208900	+	protein_coding_gene	412795	421285	Pf3D7_12_v3	['PF3D7_1209000']
PF3D7_1209000	-	protein_coding_gene	420876	422288	Pf3D7_12_v3	['PF3D7_1208900']
PF3D7_1209100	-	protein_coding_gene	423048	426126	Pf3D7_12_v3	[]
PF3D7_1209200	+	protein_coding_gene	426774	428242	Pf3D7_12_v3	['PF3D7_1209300']
PF3D7_1209300	-	protein_coding_gene	428007	433172	Pf3D7_12_v3	['PF3D7_1209200']
PF3D7_1209400	+	protein_coding_gene	435583	439379	Pf3D7_12_v3	[]
PF3D7_1209500	+	protein_coding_gene	439389	443398	Pf3D7_12_v3	[]
PF3D7_1209600	+	protein_coding_gene	443680	445148	Pf3D7_12_v3	[]
PF3D7_1209700	+	protein_coding_gene	445596	448072	Pf3D7_12_v3	[]
PF3D7_1209800	-	protein_coding_gene	446709	448061	Pf3D7_12_v3	['PF3D7_1209700']
PF3D7_1209900	-	protein_coding_gene	448322	451568	Pf3D7_12_v3	[]
PF3D7_1210000	+	protein_coding_gene	452016	454311	Pf3D7_12_v3	[]
PF3D7_1210100	-	protein_coding_gene	454764	457276	Pf3D7_12_v3	[]
PF3D7_1210200	-	protein_coding_gene	458672	462423	Pf3D7_12_v3	[]
PF3D7_1210300	+	protein_coding_gene	465011	466098	Pf3D7_12_v3	[]
PF3D7_1210400	-	protein_coding_gene	466191	469771	Pf3D7_12_v3	[]
PF3D7_1210500	+	protein_coding_gene	470028	471828	Pf3D7_12_v3	['PF3D7_1210600']
PF3D7_1210600	-	protein_coding_gene	471059	475975	Pf3D7_12_v3	['PF3D7_1210500']
PF3D7_1210700	-	protein_coding_gene	476110	479111	Pf3D7_12_v3	[]
PF3D7_1210800	-	ncRNA_gene	479489	479588	Pf3D7_12_v3	[]
PF3D7_1210900	+	protein_coding_gene	480479	483033	Pf3D7_12_v3	[]
PF3D7_1211000	+	protein_coding_gene	484065	489902	Pf3D7_12_v3	[]
PF3D7_1211100	+	protein_coding_gene	490862	491557	Pf3D7_12_v3	[]
PF3D7_1211200	-	protein_coding_gene	491674	497464	Pf3D7_12_v3	[]
PF3D7_1211300	-	protein_coding_gene	497915	503333	Pf3D7_12_v3	[]
PF3D7_1211400	+	protein_coding_gene	504868	507780	Pf3D7_12_v3	['PF3D7_1211500']
PF3D7_1211500	-	protein_coding_gene	507320	509574	Pf3D7_12_v3	['PF3D7_1211400']
PF3D7_1211600	+	protein_coding_gene	510276	519536	Pf3D7_12_v3	[]
PF3D7_1211700	+	protein_coding_gene	520520	524930	Pf3D7_12_v3	[]
PF3D7_1211800	+	protein_coding_gene	525310	528190	Pf3D7_12_v3	['PF3D7_1211900']
PF3D7_1211900	-	protein_coding_gene	527829	533965	Pf3D7_12_v3	['PF3D7_1211800']
PF3D7_1212000	-	protein_coding_gene	534549	536310	Pf3D7_12_v3	[]
PF3D7_1212100	+	protein_coding_gene	536652	538932	Pf3D7_12_v3	[]
